from,to,cost
3719,7994257,5.647
7703317,7886284,5.569
7300816,2860,10.607
27423,6237,4.557
6741339,7970030,4.658
11495,7137,6.294
SD,45558,2.857
9207775,34606,5.212
31100,5607094,6.467
9101543,5035449,7.19
9474960,24341,5.293
3093530,18471,5.237
1046659,30139,7.223
3195,25533,5.846
17264,80675,8.275
7415761,9411275,12.046
9805192,9106464,8.516
3195,7232403,9.675
9841083,7218,5.258
6653618,1370650,10.222
9099,4535162,4.966
1376152,7886284,6.409
9111654,21807,7.981
2781956,6090206,6.15
5317886,13420,8.721
18880,18880,4.163
23442,7685912,4.736
5193,1167510,5.736
26247,1488120,11.96
9559973,27000,5.858
6653618,12730,9.547
7381182,2763,10.112
9193464,22606,9.74
12831,14966,10.536
1790,13323,10.826
9527826,14931,8.636
15962,13579,9.891
18988,7527730,6.06
6715133,17835,6.058
7389353,7948115,5.948
20630,19712,7.984
7878826,7635010,6.181
9825096,9366083,5.024
9346910,15823,8.9
157023,4236580,4.659
10170,728535,8.539
25593,1382438,10.601
17426,157,7.42
28525,9908978,4.835
9835458,1358316,7.286
1167510,75272,4.887
9187669,3503526,5.569
31089,9474960,4.715
39713,27423,4.313
24147,10239,4.883
1358316,9469486,4.825
22689,15415,7.328
7983883,7855362,5.526
9022228,157023,4.63
17264,157,6.64
3503526,3743,11.772
OS,3209,2.857
1167510,10090,5.163
1167510,9329781,4.756
CB,7042108,2.857
39507,7914512,7.73
49913,31941,6.037
9193677,14308,5.718
7415788,9111654,5.144
7855508,1360604,4.425
6653618,9112774,10.83
19453,24430,9.044
18880,31976,9.663
9750550,12735,8.214
7994230,1503,7.155
27000,7878036,5.862
61190,355763,4.507
4403,9074015,5.417
4403,9877045,7.718
14931,9737308,9.064
18215,653080,8.419
17788,9322531,5.817
7531362,29665,10.044
59102,7839804,5.726
SD,20828,2.857
9457224,7415761,4.776
17264,27000,11.57
96741,1370626,5.533
11819,7129,7.358
1,7376596,4.785
5035449,7415702,6.767
24058,25429,10.475
30286,2591332,11.071
11444,8672,5.146
1369385,19127,7.373
15849,13514,8.849
12733,20150,10.71
9812105,6715133,8.076
56502,11495,5.765
9745980,13447,8.657
9671820,1360604,4.633
1369717,15826,6.015
5711819,7811152,4.682
19569,1373650,7.891
19658,9844511,6.877
9078673,7839804,4.749
17417,9000020,7.926
9111654,9564853,9.476
728535,15849,5.825
27423,9750541,5.161
8250,7381182,5.688
7886284,14308,8.492
18961,24503,8.8
30465,1373226,10.271
7254830,29289,4.27
9367136,7587,6.314
9687564,40053,5.549
19038,9215808,8.996
9193677,27448,8.192
3671461,9705163,5.196
4251,2232,8.811
7779771,1374680,9.79
17811,19569,8.586
57851,19897,7.708
5320,12831,8.125
4600,9099875,6.734
17876,4839,7.862
21547,45556,9.728
9469486,3093530,5.254
24910,9641,10.256
6759009,27006,5.826
18589,9564861,7.134
19534,39507,7.554
2965712,18910,4.266
20784,9641,9.554
7969961,16675,7.496
169846,3585905,5.304
11495,9794948,4.888
7886284,4236580,6.751
CB,15823,2.857
6785,3743,11.661
7196,7527730,7.362
27000,9805192,6.724
9367136,9329781,4.781
16802,14249,10.771
13447,3195,7.648
30813,29599,9.449
9185470,3225143,5.211
1363964,1377302,6.897
16640,18215,7.851
9146962,24570,10.751
9543414,9307303,7.139
7254830,7254830,4.163
1367072,8990,6.589
25116,12998,9.37
9402225,9681841,8.009
7525460,7141840,5.479
9185470,9686177,9.547
1376616,9155490,5.979
4224701,8648,6.302
12998,7193670,7.495
20265,25429,11.929
3190,9071407,9.216
7948115,16357,9.558
7994125,17094,8.092
18476,30962,11.776
9216073,17662,6.969
14451,1373900,8.153
7530935,18988,7.579
6225985,9022,6.753
7007175,5404711,5.421
9296,7860471,4.975
20052,18880,4.626
9048545,9776370,4.328
446947,7466315,5.513
4600,7543298,6.916
9835440,49913,7.742
29092,29599,5.803
7196,7519672,5.194
24910,9445340,10.783
9908978,24694,11.827
5320,9835458,7.868
15067,22616,7.015
1167510,15962,7.402
3645940,21089,5.732
6007,6715133,7.602
5975,9427554,6.797
26247,26514,5.223
14370,18880,7.738
18467,6610,4.293
6941206,13170,9.206
2788,16608,6.656
3671461,9794948,4.367
56502,3195,5.66
75272,9750550,4.934
25240,31941,8.29
4519876,57851,7.22
9719300,12272,4.721
18476,9372946,6.255
9106464,13514,4.922
45507,9101446,5.29
56502,12998,8.804
3503526,57851,6.574
45523,5975,6.931
6007,237,4.856
9078673,9071407,9.226
1378724,16925,8.339
6727468,9329781,6.432
3310,4805712,10.038
19453,21768,7.504
7994125,5550,5.784
6208169,6907733,10.675
17835,24503,9.511
24430,9758593,10.303
9079254,18471,4.288
3529592,21121,7.737
7530935,12377,7.443
7635010,11622,5.777
20630,9193464,10.562
42035,12998,9.574
7258321,9564861,7.484
CB,157,2.857
24147,16411,6.542
4447190,19534,9.254
44030,14443,8.373
14206,19542,8.24
79030,4519876,5.617
7994125,2205,9.376
1378767,9146962,7.385
16802,251,9.575
7196,5362822,5.877
13170,7347936,8.243
21089,1377302,10.778
3093530,3645940,5.663
22616,13927,9.252
7685920,9112774,4.321
7193670,1376152,8.092
20400,20052,6.268
13927,16438,7.783
3503526,4805712,9.899
18287,27057,11.245
17884,14834,10.025
4618,3585905,7.594
9106464,9007822,5.542
8982,15822,8.737
4394,41752,8.81
132,2860,9.772
17876,9372946,7.616
15032,1150294,11.28
20095,21121,7.954
90565,14206,8.182
42035,9844511,6.473
39228,2788,6.032
15415,9239685,7.15
30962,3638,7.294
9111654,16608,7.504
21008,1370626,5.952
9844511,7353626,7.209
6407889,3743,11.26
81,3529592,10.414
7994125,6653618,7.987
4359,7878826,7.875
21764,12831,9.758
1371266,30139,11.321
2763,13030,9.682
7878036,9921389,9.654
27340,9317627,7.253
17329,18589,7.314
9207775,6670,6.647
6122,9053069,5.224
14443,7185545,8.739
15717,653080,8.375
39713,19496,8.805
9569766,7635010,5.886
7543298,18467,4.64
18198,1373650,7.464
9564934,9193677,5.139
9699864,3675009,6.292
6727468,7878826,6.413
7218,7129,5.614
7634994,3077,10.31
9841083,11819,5.886
9812105,22098,5.225
9474960,1374680,5.915
6653618,15563,5.539
20095,45599,6.802
20265,5124417,4.789
9638857,16438,6.627
1369385,5321468,9.457
7331,7925662,5.906
9372946,3719,9.428
3151,9307303,4.255
1369385,7717407,7.857
5775655,1376616,5.896
4404,2776880,5.279
6941206,2658,9.487
1373560,7377444,5.795
6941206,3209,5.337
16734,1375717,10.127
21547,27448,7.798
9193677,16233,6.377
9835440,24430,10.595
9413243,45507,6.664
28688,9866060,5.677
6670,9705163,5.354
9303235,21807,5.359
355763,7353626,5.378
130389,18589,7.722
16233,9443819,6.51
9443819,9225749,6.07
9111654,9909893,7.364
9372946,9517910,5.933
8250,2205,9.734
3585905,9705163,5.173
9303235,19038,8.276
3151,19658,8.224
16640,9443819,7.397
7839804,9101543,6.024
19127,9564934,5.643
24910,17417,10.184
9207775,7925662,7.578
1370650,12377,6.445
6610,3201,4.481
29742,81,6.129
1376152,73075,4.401
9294546,396,8.2
9794948,61190,4.952
5460,9631810,7.236
7878036,1370626,5.776
9564934,45599,4.809
7193670,17027,7.707
19950,19712,4.998
7679050,30292,7.011
4447190,6725953,4.768
7338872,9705163,5.7
21547,9671820,4.637
9000020,24430,11.71
9143793,30276,8.987
1374656,20630,7.621
6946879,25533,4.452
9193677,9703810,6.921
9750550,5720,6.09
19950,123838,7.704
20784,7871171,8.267
83399,9569766,7.892
14443,18198,7.579
1369385,22616,6.358
22545,9789200,5.261
9418989,4394,4.841
4403,13684,10.24
4588,3638,7.401
1358316,9825096,5.315
9564810,7716770,6.955
9758593,45685,8.388
21807,4447190,5.212
701,701,4.163
2399,7334354,11.848
20265,53,4.789
9692517,7797036,5.158
27448,24805,8.333
9078673,59102,5.396
16438,9215891,4.566
9758593,13030,8.601
10146,9303235,4.621
6946879,5720,5.886
9705236,27154,10.792
17426,5711819,7.635
1600,2364,8.793
9106464,19100,6.583
15520,3190,11.249
17259,9078673,5.034
9186212,9812105,7.455
19453,70610,8.322
7855508,18198,6.931
11304,6742,4.847
17259,9155490,4.554
7415745,18961,8.65
14969,9307303,8.875
9564810,6907733,7.602
9598,7974698,5.949
1373650,14834,8.036
7797036,5320,5.685
1790,8443,4.576
45507,17861,6.166
17417,7254830,5.319
9789138,9155490,4.633
4400,25533,4.528
11746,4815700,5.238
18589,24503,7.802
29665,5556937,4.892
7710011,4347390,11.772
9900411,7970021,7.148
6700,7300816,4.547
21807,7948115,5.804
22098,9564853,4.595
9631810,7047096,7.543
1374680,188980,8.113
9490493,15067,7.036
9347186,7679050,6.077
16802,19453,6.75
7522452,13420,9.121
7860471,9842373,9.17
6007,9249834,7.591
15563,56502,8.177
355763,3077,10.581
61190,3093620,4.831
19569,9921389,5.125
41752,9411275,10.13
14397,20400,9.739
15520,7703457,7.761
7994125,728535,8.725
9413243,4404,5.768
9216073,1378767,7.092
9719300,4563409,4.334
19542,15849,5.833
7703317,9239685,8.125
45523,3201,5.396
9146962,7525460,7.253
24406,25429,10.465
9346910,13030,8.354
7983883,355763,5.41
9225749,25593,11.481
9099,19569,8.811
19950,44030,6.687
7994257,17259,7.86
9926062,23442,4.644
132,17329,7.74
18689,21764,5.074
152323,30805,8.66
43986,27162,11.886
20150,20346,5.114
21741,9812105,5.185
9099,45523,4.311
7415702,4347390,11.694
3209,4251,9.234
1376616,9750541,5.385
27488,9022228,5.156
2591332,21768,10.96
130389,9424598,5.712
8254,1379682,7.092
3877256,9073973,5.848
21774,9789138,4.599
9347186,12272,7.32
19542,20265,4.957
45523,9866060,5.425
7297858,13420,5.409
9836209,9053069,4.525
2781484,6122,7.707
7304,4805712,9.452
18198,17566,7.954
9750550,3195,5.771
CB,4224701,2.857
60402,7686811,4.526
9867651,9225749,5.893
7686811,10242,5.912
7974698,9517910,5.536
9053069,3093620,5.914
10146,15717,7.487
7196,9772812,4.753
7193670,17811,7.974
9564861,7258321,7.521
27488,1377302,11.431
2776880,5362822,7.158
27050,6379915,7.173
3741192,1379682,6.972
9111867,728535,5.986
9101446,17027,8.461
27162,21768,8.39
11790,14688,4.451
7527730,6653618,7.037
9514902,5124417,7.234
15717,5975,6.388
9743464,9473700,8.548
4535162,5460,5.463
57851,17855,6.245
9215808,19100,8.516
9185470,3107558,7.187
9317627,9519319,4.456
4251,3611,5.583
7686790,9745980,4.523
61190,3743,11.774
17787,9564934,9.715
9598,9750550,4.517
5404711,4403,6.332
9835440,251,8.342
9185470,42035,4.418
9071407,6800467,8.926
5317886,18476,4.617
7522452,9600876,4.975
4338723,396,7.529
18589,19453,4.812
9296,17855,4.903
25402,25402,4.163
705187,16195,7.892
23906,6907733,7.501
13447,9418989,8.612
3741192,130389,5.836
16411,18961,5.997
3585905,7331,4.643
22689,17884,7.654
7871171,29521,7.831
4815700,7690126,6.605
24694,24341,9.687
5124417,9877045,6.655
11444,21685,5.883
59102,56502,6.591
6610,17426,7.568
1382438,7779771,10.666
7886284,19658,6.612
9473700,9844511,7.461
18471,157,5.201
143359,143359,4.163
39507,9805192,7.984
8672,8443,4.297
80675,9866060,5.815
9078673,7389353,5.632
31976,41143,7.244
7047096,11622,6.179
132,9836209,4.636
7703260,9750550,6.892
7529279,9750550,5.053
560,7697554,8.908
OD,22474,3.71
9418989,18476,5.04
17094,7527730,5.356
17361,5556937,10.843
9207775,9909893,8.154
9836209,9598,5.519
4618,9398937,10.619
1503,9681841,11.212
11790,9225749,6.568
9926062,9705236,7.287
6090206,5959,5.893
7525460,18198,7.218
157023,6800467,10.108
1371665,1373218,5.677
4447190,5193,6.218
14308,12735,7.136
7886284,7042108,7.406
11819,9789200,5.883
9825096,15822,8.557
4236580,9833510,4.512
7381182,7860471,6.15
4809220,560,5.079
3741192,17662,4.317
8990,7878826,5.885
19950,9447342,5.0
5404711,17788,7.041
7165536,251,7.868
3585905,7703260,7.244
18467,9418989,4.752
237,12377,7.147
7811152,18467,4.855
7185545,9565000,4.644
6873332,9490493,4.41
25240,20087,9.294
17736,11790,9.094
9514902,20630,6.656
9291474,3611,10.016
7797036,3107558,7.087
6742,8648,4.931
6379915,2860,10.544
9112774,2965712,8.036
9303189,41752,8.81
5193,11622,6.815
17259,7007175,4.699
23906,14397,8.001
14249,7970030,8.717
9564853,9564853,4.163
7271247,16802,7.228
7925662,5364213,4.518
7855508,15032,7.694
4447190,9600876,4.488
17259,9473700,5.311
17835,10146,7.959
8254,14397,8.161
20087,9703810,6.296
9106464,22225,5.258
9473700,58394,4.575
14834,19615,6.642
7464010,19453,5.238
9772812,1363964,9.975
23442,16608,7.301
9215670,4404,7.789
9445340,29092,4.735
653080,17662,6.245
8247,27423,4.812
7909390,7897936,6.899
30292,6907733,7.058
2186,7994320,5.717
7945256,188980,10.18
9187669,9185470,5.533
5124417,90565,4.779
28991,24694,11.264
26115,45599,8.133
79030,17811,4.746
9347186,61190,8.334
17329,7797036,7.318
11790,1141902,4.737
9745980,17787,7.542
24058,18215,8.537
9844511,19712,7.662
3877256,4535162,4.787
18476,7587,5.057
30287,1150294,8.86
31762,24406,6.048
14834,9867651,7.213
5124417,9193677,6.685
5363,6103588,11.591
96741,9146962,7.54
7117515,80675,5.515
3201,7521871,4.536
19100,23906,7.106
17811,7521871,5.44
7685912,9699864,9.527
157023,7347928,8.454
7587,18471,6.253
7527730,45685,8.169
18910,20370,4.796
1374680,7525460,5.848
9519319,1378724,8.358
24562,6007,6.256
9366083,27488,4.413
9146946,31976,6.554
21008,1369385,6.363
20828,20828,4.163
9836209,45483,6.291
7977336,2781956,5.423
15717,27488,8.286
9794948,11746,4.712
14206,9527826,10.77
3271,2658,6.808
18880,19127,5.743
130389,14969,8.764
6741339,45556,9.981
4563409,83399,7.737
9909893,5362822,6.193
16233,7703317,6.921
9877045,16802,5.011
3271,3271,4.163
1369385,1360604,6.398
7531362,18880,7.114
30090,9900411,10.083
3161579,27000,11.312
22545,28688,5.853
6122,1377302,11.146
7659652,9193642,8.724
3741192,11790,4.317
9692517,7994257,8.714
30236,1371266,11.748
9079254,12733,4.8
16195,23248,7.279
6741339,20828,4.69
7914512,9527826,6.104
157023,12831,10.099
1370650,22616,4.852
5556937,43323,7.572
5320,7994125,6.008
4815700,7415788,6.751
45523,560,5.6
34606,6103588,11.249
4588,3093530,6.998
5364213,7860471,5.015
5193,9750550,5.62
7797036,5362822,6.211
7141840,9346910,8.594
9187669,80675,6.099
7686790,446947,4.968
31089,6715133,7.602
6715133,7878036,9.713
9079254,11495,4.712
49913,29665,7.827
7797036,59102,6.129
6741339,9559973,4.476
7970021,29665,4.637
27340,24503,10.102
22606,9146946,8.668
9569766,7521871,5.188
19950,9805192,9.929
56502,9303189,5.306
16925,6741339,4.453
21008,9670386,6.449
9146946,20400,7.951
79030,5035449,7.284
6946879,4105885,4.701
6727468,7690126,5.313
25348,24147,6.153
9215670,17787,4.917
7529279,45523,6.04
30155,29599,7.637
7994117,9294546,7.887
19658,14354,9.847
13170,14397,8.979
4588,5711819,7.274
17876,96741,10.759
3877256,4251,8.933
58394,9418989,5.669
18476,7415702,5.351
1376616,45507,7.393
7871171,12377,10.336
5720,29384,5.952
132,9569766,4.745
3195,7522452,5.647
24147,14397,8.264
9474960,9812105,5.149
7007175,31392,9.416
19127,5607094,5.462
45523,47333,9.273
9900411,21741,7.227
19496,23442,7.311
9296,11444,5.042
14308,130389,7.101
9564934,18961,8.265
10242,3077,9.27
6725953,7381182,5.022
9187669,5460,4.163
7679050,9186212,5.096
23906,7717407,6.515
7659652,9347186,6.494
1369385,19720,8.435
9789200,4105885,4.722
7529279,2776880,6.356
10239,9193677,4.805
19615,21741,7.185
28320,41279,11.515
16233,45599,7.039
14354,19615,8.197
6907733,1371665,11.255
21764,6785,4.723
9734880,7703260,5.154
1373900,3741192,4.352
30236,27006,10.966
17259,5317886,4.684
15823,12377,6.492
4359,6785,7.997
27000,22098,5.441
7717407,15962,7.581
9812075,18589,7.797
681164,19615,6.32
7117515,48097,6.851
15962,9692517,7.156
7855494,9687564,9.348
75272,9413243,5.513
12998,9071407,4.163
3209,7855494,4.712
16233,9671820,7.348
9445340,28991,4.858
17787,6725953,7.484
80675,169846,6.551
3209,10242,6.214
3587266,1373153,7.999
3529592,30287,10.097
17811,45507,6.613
81,25593,8.808
6237,9193448,9.367
4400,9185470,4.682
6090206,9457224,4.702
6670,5089549,5.337
9772677,24430,5.865
11444,19496,9.193
7634994,9073973,4.993
17876,10242,7.426
4600,9101446,7.707
23442,24910,9.826
6610,7338872,5.324
15415,18198,8.012
CB,7909390,2.857
7703260,3645940,5.804
17426,7855508,9.814
7193670,9193448,7.981
10339,1167510,5.244
18471,6700,5.011
9079254,3195,5.718
17264,16195,8.462
6785,4809220,4.969
18988,7685912,7.468
15962,47333,11.934
12730,2788,8.569
7193670,237,10.389
41279,4555732,8.663
9905855,9000020,4.163
18198,6759009,7.436
12735,40053,5.212
2591332,29858,7.917
7415788,45507,7.869
9413243,5975,7.199
7137,5720,7.526
17259,7915624,4.648
123838,16195,7.15
7915624,7117515,5.674
9805192,14688,7.948
20400,1360604,6.7
9825096,4403,4.539
26115,29289,10.957
9836209,6157,5.004
9687564,19658,5.799
28184,7464010,4.862
11304,3225143,4.522
9877045,14427,9.82
9844511,3195,7.716
7909322,20795,8.978
9836209,5975,5.594
7007175,7297858,9.327
22225,7970021,4.456
OD,9346910,3.71
21807,7416717,9.292
1141902,14206,9.21
7525460,6907733,6.931
9825096,45483,5.634
20087,7878036,9.306
60402,4400,5.554
31762,53,8.02
9303235,17329,6.293
30286,14249,8.516
19690,19100,4.996
18910,7969961,7.158
9776370,9842373,7.319
OS,9743464,2.857
560,6941206,4.574
9789138,4404,5.276
3587266,9193553,8.336
9112774,9186212,7.642
9193448,27448,9.929
19615,19453,5.163
1482505,188980,9.536
75272,1167510,4.886
16675,29665,7.834
9758593,20370,7.389
5124417,9772677,7.534
22616,16195,6.591
8648,9101543,5.712
25429,15825,7.885
7415788,1378767,10.578
6759009,237,4.458
7331,6785,5.817
30292,7525460,4.438
7703260,16233,8.156
8250,9844511,5.887
44030,41279,8.583
14354,20828,9.736
9291474,7218,4.368
8648,9413243,4.996
2776880,5089549,4.977
3201,4347390,11.583
9758593,9207775,7.975
9772812,9750541,4.715
7878826,12272,6.041
9517910,17329,7.835
7193670,12831,8.271
12733,5711819,5.387
107,4404,4.312
27050,7353626,7.552
5363,7466315,5.353
11819,11622,4.5
3645940,4400,5.579
9146962,7258321,5.258
3503526,9073973,5.269
8982,1375717,10.011
15826,28797,8.854
7415788,2781956,7.355
22606,9193448,6.626
7685920,20630,6.044
7531362,9372946,6.642
6407889,7878826,5.571
6725953,4535162,4.537
16438,27537,10.293
5035449,17861,7.265
7994257,58394,7.805
3741192,7659652,7.481
24406,188980,10.242
7878036,24570,10.378
9215808,12730,8.695
7685890,20265,6.801
12998,12998,4.163
107,7717407,9.266
7703317,14397,9.82
1524348,7945256,8.511
9111654,5317886,8.027
17566,18198,7.87
6785,5193,5.944
7634994,5317886,4.926
9789200,13447,8.752
7218,4394,5.145
6610,31392,9.601
9565000,19534,7.755
1367072,5364213,7.362
27162,9106464,9.097
16802,9073973,8.017
9737308,9225749,9.211
7042108,9071407,8.902
7258321,237,7.367
4007255,17307,4.409
3151,25402,9.897
7522720,7779771,10.871
5193,7710011,5.62
9527800,70610,9.114
45685,638560,8.19
26247,27340,10.07
22606,24147,4.704
4105885,7925662,5.273
57851,2534,7.585
14308,1370650,6.632
9366083,5193,5.404
39713,25116,5.12
20784,4555732,9.071
